keywords,region,sector,document_url,country,date_posted,project_type,title,summary,seeking_support,meta_organization,meta_category,meta_collected_date,meta_base_url
"adaptation, azerbaijan, floods, global development, international development, maintenance, stakeholders, water sector",Eastern Europe,Water,http://unfccc.int/ttclear/gnwoerk_cms/TTF_TNA/attachments/file:AzerbaijanTAPA8.pdf,Azerbaijan, 2012,Technology Action Plan,Reducing water leakages in water management facilities technology,"TAP for Adaptation Chapter 2: Water sector    2.5. Action plan for reducing water leakages in water management facilities technology Management, detection and repair of small leaks in a distribution system are critical functions of system operation and maintenance, yet they are often neglected. This technology can improve security of water supply. The cost of this technology is by far less than the economic damages to the country caused by water losses in the water supply system.  Application of this technology lines with the country’s social, economic and environmental development priorities. W ith regard to the country’s social development priorities, it increases the livelihood of the population by reducing water scarcity risks.  A warmer climate is highly likely to result in more frequent droughts. Additionally, population growth will push many countries into water stress and water scarcity in the coming decades. Detection and repair of leaks in water systems is an important part of comprehensive strategies to reduce pressure on existing water resources. There are no specific programmes or strategies in Azerbaijan related to application of reducing water leakages in water management facilities technology. Main barriers of technology diffusion could be listed as follows: Barriers  Application of reducing water leakages in water management facilities technology Policy/regulatory Economic/financial - High capital costs - Inadequate financial initiatives - Weak regulatory and legislative framework - Weak institutional basis - Lack of coordination among relevant institutions  - Non-existence of mechanism for customs regulations for stimulation of import of necessary technology Technological  - Weak access to high priority technology Information/capacity  - Low awareness and lack of capacity of local authorities, communal units and residents on advantages of the technology During the preparation of TAP, measures have been assessed taking into account their priorities, time scale, related stakeholders, key indicators for measuring implementation and funding resources. TAP for the technology is provided in table 8. 27 TAP for Adaptation Chapter 2: Water sector    Table 8: TAP for reducing water leakages in water management facilities technology # Measures Priority  Why it is Time scale important Related stakeholders, implementers Key indicators Risks Funding sources Costs Policy/regulatory 1 Provision of policies and legal frameworks that facilitate application of leakage management programs to either be created or aligned, in order to ensure efficient use of water resources  Economic/financial 2 Expanding financing opportunities and services for leakage management initiatives  High - Improve legislative base 3 years National Parliament, MENR, SWA,  NGOs, local authorities  - Legal basis will be created to apply the technology High - Need for financial support 2  years - State procedures may be slow to endorse proposed recommendati ons  - Insufficient State funds State $ 100,000 State $ 250,000 - Insufficient State funds State $ 60,000  - No major risk - No major risk $ 100,000 $ 60,000  State, Internatio nal State, Internatio nal MED,  MOF, MENR, SWA,  NGOs, local authorities MED,  MOF, MENR, SWA,  NGOs, local",True,unfccc,climate_tech_project,2017-11-17 14:56:38.838693,http://unfccc.int/ttclear/
"dominican republic, energy, energy efficiency, latin america and the caribbean, lighting, low emission development strategies",Latin America and the Caribbean,Energy,http://unfccc.int/ttclear/gnwoerk_cms/TTF_TEI/attachments/file:DominicanTAPM1.pdf,Dominican Republic, 2012,Technology Action Plan,La tecnología de eficiencia energética en edificios públicos: cambio de iluminación,"ENT RD – Síntesis ENT y reporte de plan de acción para la transferencia de tecnologías priorizadas  - mitigación 2.2. Plan de acción para la tecnología de eficiencia energética en edificios públicos: cambio de iluminación. 2.2.1. Acerca de la tecnología. La eficiencia energética abarca un sinnúmero de alternativas para cambio de tecnológica, como solar fotovoltaica, sistema de iluminación LED, entre otras. A medida que la demanda de energía en general y de electricidad en particular aumentan en la RD, las medidas de eficiencia pueden alentar importantes cambios en los hábitos de uso de la energía que disminuirían la frecuencia de los cortes de electricidad, mejorarían la competitividad comercial (mediante costos energéticos más bajos) y promovería el acceso a la energía en aquellos mercados anteriormente sin servicio o subatendidos.  Con el fin de encaminar el país al cambio de tecnología a alternativas que constituyan las mejores opciones de corto y mediano plazo con resultados evidentes en lo inmediato, tales como la de eficiencia energética, se ha priorizado tomar medidas en los edificios públicos (gubernamentales), lo cual, además de favorecer el cumplimiento del Programa de Ahorro y Eficiencia Energética en las instituciones públicas 65, se encuentra dentro de las medidas adecuadas para “mejorar la eficiencia del uso de la electricidad en tres sectores (energía, industria y edificios) que produce el mayor potencial de mitigación identificado para 2030 (7,4 Gt de CO2, ó 28% de potencial de mitigación total)”66. En efecto, la eficiencia energética en el país es un tema de importancia, pues en el Sector Gubernamental 67, de acuerdo a estudios realizados por la Comisión Nacional de Energía (CNE), en conjunto  con NRECA (Natio nal Rural Electric Cooperative Association) y con el apoyo de la Agencia Internacional para el Desarrollo de los estados Unidos (USAID), el universo completo de las acometidas del sector público consume 53 GWh mensuales, 6.5% del total nacional en energía eléctrica.  Por otro lado, es una de las líneas de acción del Plan Integral del Sector Eléctrico de República Dominicana 2006 - 2012 y el Plan DECCC la contempla como un factor para reducir las emisiones de GEI.  La CNE ha contado con cooperaciones técnicas para definir una estrategia68 en la materia, apuntando a: a) Fomentar el desarrollo, la comercialización, la promoción y el uso de tecnologías y prácticas energéticas sostenibles; b) Contribuir a la reducción de los apagones y de los cortes rotativos que se experimentan, con regularidad, en todo el sistema eléctrico; c) Reducir la importación de combustibles, aliviando de esa manera la deuda del gobierno, reduciendo los atrasos en los pagos entre las compañías dentro del sector eléctrico y ayudando a estabi lizar los precios y el servicio eléctrico; d) Ayudar al gobierno, los ciudadanos, las empresas y la industria en ahorrar dinero, mediante el ahorro de energía; y e) Reducir los niveles de emisiones de gas de efecto invernadero y de otros contaminantes, gen erados por la producción y el uso de la energía. Tal como se establece en la",True,unfccc,climate_tech_project,2017-11-17 14:56:38.838693,http://unfccc.int/ttclear/
"africa, cities, electricity generation, energy, generators, infrastructure, international development, rural electrification, senegal",Africa,Energy,http://unfccc.int/ttclear/gnwoerk_cms/TTF_tei/attachments/file:SenegalM3.pdf,Senegal, 2012,Project Idea,Rural electrification project in hybrid mini-PV-biomass plants for all towns with more than 1500 inhabitants located more than 10km from the grid,"Sénégal Idée de projet 2 Titre Projet d’électrification rurale par mini-centrales hybrides biomasse-PV de l’ensemble des localités de plus de 1500 habitants situées à plus de 10km du réseau Introduction Il existe actuellement au Sénégal, plus de 100 localités chefs-lieux de communauté rurale ou pôles de développement, très éloignées des lignes électriques Moyenne Tension munies d’infrastructures sociales et actuellement électrifiées par groupes électrogènes. L’approvisionnement en Gasoil est difficile et coûteux dans ces localités où la fourniture du service électrique au villageois est discontinue (environ 6 à 8h par jour). Dans ces conditions, le développement d’activités productives génératrices de revenus pour les populations rurales devient problématique, du fait d’un approvisionnement discontinu en électricité (principalement le soir). De ce fait, l’électrification par mini- centrales hybrides biomasse-PV de l’ensemble des localités de plus 1500 habitants actuellement situées à plus de 10km du réseau Moyenne Tension, permettra de régler définitivement ce problème de disponibilité et qualité du service fourni aux populations rurales. Objectifs Objectif générale de ce projet : Electrification d’au moins 100 villages chefs-lieux de communautés rurales et pôles de développement situés à plus de 10 km du réseau MT. Objectifs spécifiques :  Réduire la dépendance du système énergétique aux combustibles fossiles,  Contribuer au développement des énergies renouvelables au Sénégal et à l’atteinte de l’objectif de 15% du bilan en 2020,  Satisfaire la demande électrique et accroitre l’accès des populations pauvres à l’électricité,  Contribuer à la réduction des couts de l’électricité,  Réduire les émissions de gaz à effet de serre du secteur. 252 Sénégal Localisation Ces sites sont principalement situés dans les régions de : 3. Kaffrine, Tambacounda, Kédougou, Matam, 4. Kolda,  et Sédhiou. Relations avec Ce projet contribue à : les priorités de développement du pays - Développer l’accès des populations et des infrastructures aux services énergétiques modernes (électricité, force motrice, pompage, climatisation, etc.), - Développer et diversifier les capacités de production énergétique permettant la fourniture d’une énergie en quantité suffisante et de qualité acceptable, - contribuer à la réduction de la pauvreté, - contribuer à la protection de l’environnement global, - La réduction de la facture pétrolière, Calendrier 2013-2020 Résultats attendus  Amélioration la qualité du service offert dans les localités ciblées,  Augmentation de la capacité de production du pays de 10 MW,  Réduction du déficit de production,  Réduction des émissions de GES, Budget 42 000 000 Euros Agence de Ministère de l’Energie et des Mines coordination Agence ASER, Concessionnaires d’électrification rurale d’exécution 253",True,unfccc,climate_tech_project,2017-11-17 14:56:38.838693,http://unfccc.int/ttclear/
"biomass, dominican republic, energy, incentives, latin america and the caribbean",Latin America and the Caribbean,Energy,http://unfccc.int/ttclear/gnwoerk_cms/TTF_TEI/attachments/file:DominicanTAPM2.pdf,Dominican Republic, 2012,Technology Action Plan,"La tecnología de biomasa: cuantificación,  ubicación geográfica y usos de la biomasa producida en el país","ENT RD – Síntesis ENT y reporte de plan de acción para la transferencia de tecnologías priorizadas  - mitigación Cuadro 4: Escala temporal para la ejecución de las actividades de aceleración de la difusión y transferencia de la tecnología de eficiencia energética en edificios públicos: cambio de iluminación. Medidas estratégicas Expandir la capacidad general del programa de ahorro energético, y fomentar la adopción de iluminación más eficiente y/o de las luminarias LED. Incluir en la normativa actual sobre iluminación eficiente (decreto) y de eficiencia energética (ley) que los incentivos creados por dichos instrumentos para las CFL puedan ser obtenidos para lámparas LED. Implementar programas de capacitación en iluminación eficiente -tanto tecnológica como de hábitos y costumbres- dirigido a los gestores energéticos de las instituciones públicas. Desarrollar un mecanismo de financiamiento blando para soportar las inversiones iniciales de la adopción de las luminarias LED. Evaluar las condiciones particulares de los edificios públicos beneficiarios del programa de LED. Diseño del programa de auditoria energética para la determinación y la adopción de luminarias LED. 10-15 años 5-10 años 0-5 años x x x x x x x x Fuente: Elaboración propia Equipo ENT-RD con base a consulta con actores claves del sector energético. 2.3. Plan de acción para la tecnología de biomasa: cuantificación, ubicación geográfica y usos de la biomasa producida en el país. 2.3.1. Acerca de la tecnología. El documento de la Estrategia para un sistema de energía sustentable (CNE/AEA 2011) indica que existen muchas fuentes potenciales de materia prima de biomasa en el Caribe, incluidos los residuos de cultivos agrícolas, tales como el bagazo de la caña de azúcar, la cáscara del café, la paja del arroz y las cáscaras de coco, así como biomasa de leña. Los residuos de cultivos y la biomasa de leña son renovables y, posiblemente, son recursos energéticos limpios. Los residuos de cultivos siguen un patrón regular de producción y pueden medirse de forma proporcional a la cantidad de terrenos utilizados para el cultivo y el número de veces que el culti vo se produce al año. Ambas formas de biomasa se pueden utilizar para calor o electricidad, o pueden ser gasificados para tener la misma funcionalidad que el petróleo o gas natural, pero sin bajar las emisiones netas de carbono. Sin embrago, a nivel nacional, a pesar de contar con una ley de incentivo al desarrollo de fuentes renovables de energía, la biomasa no ha sido valorada y explotada lo suficiente por varias razones: a) La inexistencia de un mercado de combustible de biomasa;  b) El requerimiento de importantes inversiones y de una garantía de suministro a medio y largo plazo para la implantación de nuevas experiencias tecnológicas; c) Falta de consenso para valorizar la biomasa como recurso energético entre los diversos actores clave que intervienen en cada proceso, a saber: propietarios de recursos forestales, productores de biomasa, sector empresarial, entre otros; d) Burocracia y dificultades para acceder a los incentivos económicos (ahora en riesgo con l a reforma fiscal); e) Información deficiente",True,unfccc,climate_tech_project,2017-11-17 14:56:38.838693,http://unfccc.int/ttclear/
"africa, efficient construction of buildings, electricity generation, energy, senegal, wind farms, wind turbines",Africa,Energy,http://unfccc.int/ttclear/gnwoerk_cms/TTF_tei/attachments/file:SenegalM4.pdf,Senegal, 2012,Project Idea,Proposal of the construction of a 60 MW wind farm in the region of Saint-Louis  connected to the transmission network SENELEC,"Sénégal Idée de projet 3 Titre Projet de construction d’un Parc Eolien de 60 MW dans la région de Saint - Louis et connecté au réseau de transport de la SENELEC Introduction Le Sénégal traverse depuis quelque temps une crise énergétique profonde marquée par :  - Une facture pétrolière  très élevée due essentiellement à une forte dépendance du système électrique sénégalais aux produits pétroliers, - Une forte demande en électricité non satisfaite dans le pays, - Un faible taux d’accès à l’électricité dans les zones périurbaines et rurales du Sénégal. Les principales causes se situent du côté de  l’approvisionnement en combustible, de la disponibilité  du parc de production et aussi des besoins additionnels en capacité de production avec la progression soutenue de la demande (taux moyen annuel de 8%). Dans ces conditions, la construction d’une centrale de 60 MW éolienne, pour la production d’électricité peut être considérée comme une des solutions de sortie de crise. Objectifs Objectif générale de ce projet : Construire d’une centrale de 60 MW éolienne connectée au réseau de transport de la SENELEC pour la production d’électricité pour une meilleure maîtrise de l’offre électrique Objectifs spécifiques :  Réduire le déficit de production,  Réduire la dépendance du système énergétique aux combustibles fossiles,  Contribuer au développement des énergies renouvelables au Sénégal et à l’atteinte de l’objectif de 15% du bilan en 2020,  Satisfaire la demande électrique et accroitre l’accès des populations pauvres à l’électricité,  Contribuer à la réduction des couts de l’électricité,  Réduire les émissions de gaz à effet de serre du secteur. 254 Sénégal Localisation Le choix du site a été effectué par rapport à la disponibilité de la ressource. Il s’agit de la Région de Saint-Louis. Relations avec les Ce projet contribue à : priorités de développement du pays - Développer l’accès des populations et des infrastructures aux services énergétiques modernes (électricité, force motrice, pompage, climatisation, etc.), - Développer et diversifier les capacités de production énergétique permettant la fourniture d’une énergie en quantité suffisante et de qualité acceptable, - contribuer à la réduction de la pauvreté, - contribuer à la protection de l’environnement global, - La réduction de la facture pétrolière, Calendrier 2013-2020 Résultats attendus  Une augmentation de la capacité de production du pays de 60 MW,  Une réduction du déficit de production,  Une réduction des émissions de GES, Budget 94 500 000 Euros Agence de coordination Ministère de l’Energie et des Mines Agence d’exécution SENELEC, Privé Producteur, CRSE 255",True,unfccc,climate_tech_project,2017-11-17 14:56:38.838693,http://unfccc.int/ttclear/
"carbon monoxide, dominican republic, energy, latin america and the caribbean, passenger transports, roads, training, transport",Latin America and the Caribbean,Transport,http://unfccc.int/ttclear/gnwoerk_cms/TTF_TEI/attachments/file:DominicanTAPM3.pdf,Dominican Republic, 2012,Technology Action Plan,La tecnología de capacitación vial: conducción eficiente,"ENT RD – Síntesis ENT y reporte de plan de acción para la transferencia de tecnologías priorizadas  - mitigación Basados en los resultados del plan de acción tecnológico para la cuantificación, ubicación geográfica y usos de la biomasa producida en el país., las medidas estratégicas que deberán adoptarse se plantean para el período de tiempo que se muestra en el cuadro siguiente: Cuadro 8: Escala temporal para la ejecución de las actividades de aceleración de la difusión y transferencia de la tecnología de biomasa: cuantificación, ubicación geográfica y usos de la biomasa producida en el país. 0-5 años 5-10 años 10-15 años Medidas estratégicas Creación y consolidación de una red inter-institucional que trabaje sobre temas de biomasa encargada de la promoción de su producción y uso. Fortalecimiento del marco legal y regulatorio para la inclusión de la biomasa como recurso dentro de los planes energéticos nacionales; y que sea proactivo en los aspectos sociales y ambientales. Elaborar un estudio de demanda energética para grandes consumidores de energía (sector industria y sector comercial) posibles de utilizar biomasa. Elaborar un inventario nacional de recursos biomásicos posibles de ser usados con fines energéticos Expandir los beneficios e incentivos que actualmente tienen los consumidores de biomasa para incluir en los que la generan y/o comercializan. Implementar programas especializados de capacitación para profesionales, técnicos y productores locales (agrícolas y forestales), en planificación energética, uso manejo de biomasa sostenible, procesos para estandarización de biomasa, y medio ambiente. Fomentar el desarrollo de entidades comunitarias (i.e., clústeres, asociaciones, o cooperativas) que hagan la recolección, acopio, procesamiento y estandarización de la biomasa; según el mercado, y en cumplimiento de normativas ambientales. x x x x x x x x x x x Fuente: Elaboración propia Equipo ENT-RD con base a consulta con actores claves del sector energético. 2.4. Plan de acción para la tecnología de capacitación vial: conducción eficiente. 2.4.1. Acerca de la tecnología. Para 2011 el parque vehicular72 ascendió a 2,917,573 unidades, registrándose 121,977 vehículos de nuevo ingreso respecto al 2010. Del total de vehículos, el 50.8% son motocicletas y el 23.3% corresponde a automóviles. La mayor parte de los vehículos se encuentran en el Distrito Nacional, Santo Domingo 73 y Santiago de los Caballeros, con una participación de 31.2%, 15.8% y 8.2%, respectivamente. Esto implica que con el aumento de los vehículos se contribuya al aumento en las emisiones del sector transporte, aunado a la proliferación de importaciones de vehículos usados para suplir la demanda nacional de un mercado con recursos limitados. En el caso de los autobuses la participación es de 76,300 En ese sentido, las políticas nacionales deben orientarse al consumidor y la OTTT consideró relevante un programa de capacitación vial donde se incluya enfoques educacionales de ""conducción ecológica"" o “conducción eficiente” para conductores con licencias vigentes, de tal manera que se obtengan unos ahorros medios de carburante del orden del 15% y una reducción de emisiones de CO2 en la misma proporción, tal como se indica en las literaturas internacionales en la materia.",True,unfccc,climate_tech_project,2017-11-17 14:56:38.838693,http://unfccc.int/ttclear/
"africa, electricity generation, energy, health sector, human health, infrastructure, lighting, rural electrification, senegal",Africa,Energy,http://unfccc.int/ttclear/gnwoerk_cms/TTF_tei/attachments/file:SenegalM5.pdf,Senegal, 2012,Project Idea,Solar electrification project of the community owned infrastructure (sanitary school and public lighting) not yet electrified in the rural environment,"Sénégal Idée de projet 4 Titre Projet d’électrification par voie solaire des infrastructures sociocommunautaires (Sanitaires, Scolaires et Eclairage Public) non encore électrifiées en milieu rurale  Introduction Au Sénégal, même si la situation du pays en matière de couverture en services électriques s’est considérablement améliorée, entre 2000 et 2009, avec un taux d’électrification rurale passant de 6 à 24%, l’accès des infrastructures sociales de base à l’électricité pose toujours problème. En effet, un récent état des lieux de la situation nationale sur l’accès de ces infrastructures à l’électricité6 , révèle que 1 422 infrastructures sanitaires (ou 49% de l’ensemble) et 4 869 infrastructures scolaires (ou 61% de l’ensemble) n’ont pas encore accès à l’électricité. A cela s’ajoute la cherté des factures d’éclairage public qui constituent un lourd fardeau que l’Etat continue de supporter pour le compte des collectivités locales. Dans ce contexte, un projet d’électrification des infrastructures socio- communautaires par voie solaire PV constitue une alternative durable pour les populations rurales et les autorités qui compte relever le défi de l’atteinte des OMD d’ici 2015. Objectifs Objectif générale de ce projet : Electrification de près 4 000 infrastructures sociales (santé et éducation) et installation de près de 30 000 Lampadaires solaires dans les localités ciblées. Objectifs spécifiques :  Améliorer les conditions prise en charge populations dans les infrastructures sociales de base,  Réduire la dépendance du système énergétique aux combustibles fossiles,  Contribuer au développement des énergies renouvelables au Sénégal 6 Source : Etat des lieux sur l’accès aux services énergétiques au Sénégal (formulation du programme Accès aux Services Energétiques),  CIMES 2011. 256 Sénégal et à l’atteinte de l’objectif de 15% du bilan en 2020,  Satisfaire la demande électrique et accroitre l’accès des populations pauvres à l’électricité,  Réduire les émissions de gaz à effet de serre du secteur. Localisation Ces sites sont répartis sur tout le pays mais avec une attention particulière aux régions défavorisées comme : 5. Kaffrine, Tambacounda, Kédougou, Matam, 6. Kolda,  et Sédhiou. Relations avec les priorités de Ce projet contribue à : développement du pays - Développer l’accès des populations et des infrastructures aux services électriques, - Développer et diversifier les capacités de production énergétique permettant la fourniture d’une énergie en quantité suffisante et de qualité acceptable, - contribuer à la réduction de la pauvreté, - contribuer à la protection de l’environnement global, - La réduction de la facture pétrolière, Calendrier 2013-2020 Résultats attendus  Amélioration la qualité du service offert dans les infrastructures sociales ciblées,  Augmentation de la puissance installée d’origine renouvelable de 4 MW,  Réduction du déficit de production,  Réduction des émissions de GES, Budget 40 000 000 Euros Agence de coordination Ministère de l’Energie et des Mines Agence d’exécution ASER, Concessionnaires d’électrification rurale, privés 257",True,unfccc,climate_tech_project,2017-11-17 14:56:38.838693,http://unfccc.int/ttclear/
"buses, dominican republic, emissions, energy, latin america and the caribbean, passenger transports, training, transport",Latin America and the Caribbean,"Transport, Energy",http://unfccc.int/ttclear/gnwoerk_cms/TTF_TEI/attachments/file:DominicanTAPM4.pdf,Dominican Republic, 2012,Technology Action Plan,La tecnología de vehículos más eficientes: Cambio de combustible en autobuses de transporte público,"ENT RD – Síntesis ENT y reporte de plan de acción para la transferencia de tecnologías priorizadas  - mitigación Basados en los resultados del plan de acción tecnológico para la capacitación vial en conducción eficiente de choferes del transporte público, las medidas estratégicas que deberán adoptarse se plantean para el período de tiempo que se muestra en el cuadro siguiente: 10-15 años x x 0-5 años 5-10 años Cuadro 12: Escala temporal para la ejecución de las actividades de aceleración de la difusión y transferencia de la tecnología de capacitación vial: conducción eficiente. Medidas estratégicas Establecer un acuerdo inter-institucional para aunar capacidades internas en capacitación en conducción eficiente. Actualizar el marco legal actual de transporte, para privilegiar las acciones sostenibles como el ecodriving, la adopción de vehículos más eficientes, el uso de biocombustibles, la migración a gas natural, y la adopción de mejores prácticas. Establecer incentivos específicos para los choferes por su participación efectiva en el programa de ecodriving, y de los ahorros que puedan lograr. Capacitar una masa crítica de choferes, instructores viales (escuelas de choferes), y examinadores en prácticas de ecodriving. Incluir dentro del presupuesto de las instituciones, una partida destinada a la capacitación de los choferes en ecodriving. Iniciar programas de ecodrive para los vehículos que existen actualmente, privilegiando los aspectos de conducción, seguridad, y mantenimiento; y con el ahorro obtenido en la aplicación de estas medidas ayudar a la inversión en vehículos más eficientes. Implementar programas de capacitación en temas de educación vial, transporte sostenible, conducción eficiente, y otras prácticas de ahorro de combustibles Ejecutar campañas dirigidas de concienciación y sensibilización sobre el transporte sostenible y la conducción eficiente. Instalación de “dataloggers” en los carros incluidos en el programa de ecodriving para medir en tiempo real velocidad, aceleración, distancia recorrida, consumo de combustible, presión de aire en las gomas, y número de revoluciones del motor. x x x x x x x Fuente: Elaboración propia Equipo ENT-RD con base a consulta con actores claves del sector energético. 2.5. Plan de acción para la tecnología de vehículos más eficientes: Cambio de combustible en autobuses de transporte público. 2.5.1. Acerca de la tecnología. El transporte es el segundo sector en emisiones después del sector eléctrico, contribuyendo con 6MtCO 2e o 22% del total de emisiones en 2010. Las emisiones son originadas por una flota vehicular bastante vieja e ineficiente que depende al 100% de combustibles fósiles importados, las cuales se estima que duplicarán hacia el 2030. El sistema de transporte público está compuesto por 1 línea de metro y sistemas de buses poco fiables y efectivos. La eficiencia en el tr ansporte en el uso más eficiente de los vehículos de motor puede aportar en una reducción de combustible fósil. La conversión a gas natural de alrededor de 20,000 mil vehículos del transporte público, (representa el 1.4 por ciento del parque vehicular del país) que actualmente utilizan gas licuado de petróleo como combustible y gasolina. Se estima que el país ahorrará unos 553 millones de pesos al",True,unfccc,climate_tech_project,2017-11-17 14:56:38.838693,http://unfccc.int/ttclear/
"africa, electricity generation, energy, energy savings, lighting, senegal",Africa,Energy,http://unfccc.int/ttclear/gnwoerk_cms/TTF_tei/attachments/file:SenegalM6.pdf,Senegal, 2012,Project Idea,Project dissemination of 3.5 million energy-saving lamps (LBC),"Sénégal Idée de projet 5  Titre Projet de Diffusion de 3 500 000 lampes basse consommation(LBC) Introduction Au Sénégal l’essentiel des lampes utilisées pour l’éclairage au niveau des ménages sont des lampes incandescentes à filament.  C’est ainsi que les résultats de « l’Enquête Diagnostique Phase Test Projet LBC- juillet 2009 », au niveau de la banlieue  pour le compte de Senelec, révèlent que 70% des lampes sont des incandescentes, 20% de tubes fluorescents et 10% de LBC.    Les lampes incandescentes sont très énergétivores et transforment seulement 5% de leur énergie en lumière. Le Sénégal traverse depuis quelque temps une crise énergétique et éprouve de plus en plus des difficultés à satisfaire la demande des populations et à assurer un service énergétique continu et de qualité.   Les principales causes se situent du côté de  l’approvisionnement en combustible, de la disponibilité  du parc de production et aussi des besoins additionnels en capacité de production avec la progression soutenue de la demande (taux moyen annuel de 8%). C’est ainsi le Programme de remplacement des lampes incandescentes par des lampes à économie d’énergie est d’une importance majeure. Objectifs Objectif générale de ce projet : Diffuser 3 500 000 LBC pour une meilleure maîtrise de la demande électrique Objectifs spécifiques  Ecrêter la pointe de la courbe de charge du réseau électrique  Ralentir les investissements en capacité de production  Alléger le coût  de l’électricité au niveau des ménages  Réduire les émissions de gaz à effet de serre 258 Sénégal Mécanisme d’acquisition Les LBC pourraient être données aux ménages (5 par ménage) sous forme de prêt et le remboursement se fera à travers la facture d’électricité pendant deux ans Localisation Tout le Sénégal Relations avec les Ce projet contribue à : priorités développement de du pays - La réduction de la pauvreté - La protection de l’environnement - La réduction de la facture pétrolière - L’amélioration de l’accès aux services énergétiques Calendrier 2013-2020 Résultats attendus  Une réduction des charges d’exploitation de la SENELEC lors de la pointe;  Une meilleure maîtrise des investissements de SENELEC ;  Une réduction de la facture électrique des ménages de l’ordre de 15% ;  Une protection de l’environnement Budget 10 500 000 USD Agence de ANEE/SENELEC coordination Agence d’exécution ANEE/SENELEC 259",True,unfccc,climate_tech_project,2017-11-17 14:56:38.838693,http://unfccc.int/ttclear/
"dominican republic, implementation, latin america and the caribbean, maintenance, water resources",Latin America and the Caribbean,Water,http://unfccc.int/ttclear/gnwoerk_cms/TTF_TEI/attachments/file:DominicanTAPA1.pdf,Dominican Republic, 2012,Technology Action Plan,La tecnología de rehabilitación de las plantas de tratamiento de agua residuales mediante humedales artificiales,"ENT RD – Síntesis ENT y reporte de plan de acción para la transferencia de tecnologías priorizadas concuerdan con lo planteado en el informe GEO 201082, tales como la escasa consolidación del entramado legislativo, poca capacidad de aplicación de la normativa, debilidad en la aplicación de la ley, bajos presupuestos, deficiencias en la formación del personal responsable de la aplicación de las leyes y normas, poca educación y divulgación medioambiental, así como dispersión y poca claridad en las competencias institucionales.   De manera específica las tecnologías propuestas se enfrentan a obstáculos de carácter económico y financiero relacionado con la baja inversión del Estado Dominicano y la no inclusión de recursos en los planes de inversión pública (PNPSP); falta de incentivos económicos que fomenten la inversión privada; falta de acceso a fondos y créditos ; sistema tarifario inadecuado. Al observar los aspectos no financieros se evidencia que existe una gran desarticulación institucional, así como falta de operatividad y/o de conformac ión de redes de expertos; concentración de las funciones en el nivel central y no involucramiento de los gobiernos locales; dispersión y traslape de las funciones institucionales; falta de regulaciones específicas y revisión de las existentes; debilidad  en la concienciación y sensibilización pública; falta de recursos humanos y de fortalecimiento de las capacidades técnicas existentes. 2.1.2.2. Acciones propuestas: Como resultado del análisis los actores identificaron medidas que ya han sido plantead as por entes que gestionan el sector, por lo que son producto del análisis informado y del proceso . En efecto, el INAPA83 indica que para superar los problemas en lo concerniente a agua potable y saneamiento es necesario: a) Mantener y consolidar un umbral mínimo de calidad del agua suministrada a toda la población dominicana no inferior al 95%; b) Fortalecer el programa de operación, mantenimiento, ampliación de redes y desconcentración de los sistemas, a fines de mejorar el servicio y su nivel de cobertura, así como a consolidar el proceso de reforma legal, institucional y regulatorio del sector agua potable y saneamiento; c) Emprender y desarrollar un conjunto de actividades destinadas a crear una nueva cultura hídrica orientada al uso racional del agua y  su conservación y d) Iniciar un amplio programa de construcción de plantas de tratamiento y de redes de alcantarillados sanitarios; así como rehabilitación, ampliación y puesta en operación eficiente de los sistemas de alcantarillados existentes. De su lado, el INDRHI84 ha planteado que las medidas deben orientarse a la reutilización del agua, desde una perspectiva financiera y socioeconómica facilitando métodos basados en relaciones costo-beneficio, costo-efectividad, y análisis de sensibilidad, todo lo cual puede ser incluido en modelos dinámicos de simulación y optimización. También consideraron el desarrollo de la tecnología de cosecha de agua lluvia, así como la explotación racional de las aguas subterráneas como elemento clave en el desarrollo económico del país. En términos específicos los resultados del análisis de barreras permitieron definir las medidas necesarias para superar las limitaciones para la transferencia de tecnología en el sistema hídrico : a)",True,unfccc,climate_tech_project,2017-11-17 14:56:38.838693,http://unfccc.int/ttclear/
